Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1971","1971","tonnes","8400","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1972","1972","tonnes","11260","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1973","1973","tonnes","11212","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1974","1974","tonnes","10745","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1975","1975","tonnes","14523","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1976","1976","tonnes","14475","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1977","1977","tonnes","25100","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1978","1978","tonnes","27443","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1979","1979","tonnes","29340","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1980","1980","tonnes","28700","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1981","1981","tonnes","28200","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1982","1982","tonnes","30000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1983","1983","tonnes","37800","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1984","1984","tonnes","41400","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1985","1985","tonnes","36011","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1986","1986","tonnes","39600","X","International reliable sources"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1987","1987","tonnes","51683","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1988","1988","tonnes","56503","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1989","1989","tonnes","56053","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1990","1990","tonnes","88155","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1991","1991","tonnes","82200","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1992","1992","tonnes","73444","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1993","1993","tonnes","62300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1994","1994","tonnes","92407","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1995","1995","tonnes","94000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1996","1996","tonnes","117000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1997","1997","tonnes","115800","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1998","1998","tonnes","126600","X","International reliable sources"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1999","1999","tonnes","143600","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2000","2000","tonnes","74000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2001","2001","tonnes","146387","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2002","2002","tonnes","156017","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2003","2003","tonnes","167070","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2004","2004","tonnes","162900","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2005","2005","tonnes","244350","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2006","2006","tonnes","124836","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2007","2007","tonnes","136800","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2008","2008","tonnes","164400","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2009","2009","tonnes","145939","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2010","2010","tonnes","196306","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2011","2011","tonnes","289200","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2012","2012","tonnes","367800","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2013","2013","tonnes","342600","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2014","2014","tonnes","346200","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2015","2015","tonnes","384000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2016","2016","tonnes","436200","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","tonnes","473400","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","tonnes","434400","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","tonnes","429600","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1983","1983","tonnes","64","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1984","1984","tonnes","36","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2002","2002","tonnes","123","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2003","2003","tonnes","128","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2004","2004","tonnes","139","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2005","2005","tonnes","154","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2006","2006","tonnes","133","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2007","2007","tonnes","174","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2008","2008","tonnes","152","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2009","2009","tonnes","314","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2010","2010","tonnes","132","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2011","2011","tonnes","189","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2012","2012","tonnes","122.88","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2013","2013","tonnes","194.04","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2014","2014","tonnes","225.44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2015","2015","tonnes","235.89","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2016","2016","tonnes","221.54","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","tonnes","215.65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","tonnes","211.43","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","18","Bhutan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","tonnes","217.81","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1961","1961","tonnes","36000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1962","1962","tonnes","23600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1963","1963","tonnes","30000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1964","1964","tonnes","35000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1965","1965","tonnes","47000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1966","1966","tonnes","59000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1967","1967","tonnes","76000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1968","1968","tonnes","83000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1969","1969","tonnes","71000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1970","1970","tonnes","89000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1971","1971","tonnes","72400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1972","1972","tonnes","72000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1973","1973","tonnes","235000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1974","1974","tonnes","252000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1975","1975","tonnes","207000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1976","1976","tonnes","174000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1977","1977","tonnes","187600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1978","1978","tonnes","233800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1979","1979","tonnes","391800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1980","1980","tonnes","478200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1981","1981","tonnes","692900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1982","1982","tonnes","642100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1983","1983","tonnes","857200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1984","1984","tonnes","807700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1985","1985","tonnes","436900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1986","1986","tonnes","721400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1987","1987","tonnes","1394850","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1988","1988","tonnes","1645705","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1989","1989","tonnes","1300800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1990","1990","tonnes","1863100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1991","1991","tonnes","2404300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1992","1992","tonnes","1952000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1993","1993","tonnes","1531300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1994","1994","tonnes","2353000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1995","1995","tonnes","2887000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1996","1996","tonnes","2591000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1997","1997","tonnes","3420000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1998","1998","tonnes","3486000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1999","1999","tonnes","3390000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2000","2000","tonnes","3469000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2001","2001","tonnes","4036354","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2002","2002","tonnes","4868556.69","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2003","2003","tonnes","4778641.56","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2004","2004","tonnes","5578651.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2005","2005","tonnes","7242478.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2006","2006","tonnes","6313080.73","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2007","2007","tonnes","8442441.28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2008","2008","tonnes","6155233.91","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2009","2009","tonnes","4956631.42","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2010","2010","tonnes","7410994.06","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2011","2011","tonnes","9080803.76","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2012","2012","tonnes","9335430.51","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2013","2013","tonnes","8920186.24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2014","2014","tonnes","11005313.23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2015","2015","tonnes","11844126.65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2016","2016","tonnes","11750728.59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","tonnes","11427569.25","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","tonnes","10890271.86","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","351","China","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","tonnes","10350429.55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","100","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1961","1961","tonnes","28000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","100","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1962","1962","tonnes","36400","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","100","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1963","1963","tonnes","50600","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","100","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1964","1964","tonnes","69300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","100","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1965","1965","tonnes","77300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
