Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2014","2014","7021","Annual value","USD","241","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2015","2015","7021","Annual value","USD","265","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2016","2016","7021","Annual value","USD","229","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","7021","Annual value","USD","261","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","306","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2019","2019","7021","Annual value","USD","345","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2020","2020","7021","Annual value","USD","310","","Official data"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1991","1991","7021","Annual value","","49","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1992","1992","7021","Annual value","","46","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1993","1993","7021","Annual value","","39","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1994","1994","7021","Annual value","","46","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1995","1995","7021","Annual value","","50","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1996","1996","7021","Annual value","","62","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1997","1997","7021","Annual value","","80","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1998","1998","7021","Annual value","","69","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1999","1999","7021","Annual value","","58","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2000","2000","7021","Annual value","","52","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2001","2001","7021","Annual value","","58","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2002","2002","7021","Annual value","","61","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2003","2003","7021","Annual value","","67","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2004","2004","7021","Annual value","","80","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2005","2005","7021","Annual value","","83","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2006","2006","7021","Annual value","","82","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2007","2007","7021","Annual value","","135","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2008","2008","7021","Annual value","","116","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2009","2009","7021","Annual value","","106","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2010","2010","7021","Annual value","","103","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2011","2011","7021","Annual value","","123","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2012","2012","7021","Annual value","","119","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2013","2013","7021","Annual value","","95","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2014","2014","7021","Annual value","","94","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2015","2015","7021","Annual value","","109","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2016","2016","7021","Annual value","","97","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2017","2017","7021","Annual value","","107","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2018","2018","7021","Annual value","","119","Im","FAO data based on imputation methodology"
"PP","Producer Prices","216","Thailand","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2019","2019","7021","Annual value","","129","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2000","2000","7021","Annual value","LCU","1747300","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2001","2001","7021","Annual value","LCU","1638900","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2002","2002","7021","Annual value","LCU","1780700","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2003","2003","7021","Annual value","LCU","1942000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2004","2004","7021","Annual value","LCU","2273000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2005","2005","7021","Annual value","LCU","2643000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2006","2006","7021","Annual value","LCU","2484000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2007","2007","7021","Annual value","LCU","3192000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2008","2008","7021","Annual value","LCU","4671000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2009","2009","7021","Annual value","LCU","5045000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2010","2010","7021","Annual value","LCU","5389000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7021","Annual value","LCU","6477000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2012","2012","7021","Annual value","LCU","6234000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2013","2013","7021","Annual value","LCU","6157000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2014","2014","7021","Annual value","LCU","6446000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2015","2015","7021","Annual value","LCU","6229000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2016","2016","7021","Annual value","LCU","6342000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2017","2017","7021","Annual value","LCU","6366000","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","LCU","6503764","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2019","2019","7021","Annual value","LCU","6476420","","Official data"
"PP","Producer Prices","237","Viet Nam","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2020","2020","7021","Annual value","LCU","6781682","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2000","2000","7021","Annual value","SLC","1747300","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2001","2001","7021","Annual value","SLC","1638900","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2002","2002","7021","Annual value","SLC","1780700","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2003","2003","7021","Annual value","SLC","1942000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2004","2004","7021","Annual value","SLC","2273000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2005","2005","7021","Annual value","SLC","2643000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2006","2006","7021","Annual value","SLC","2484000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2007","2007","7021","Annual value","SLC","3192000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2008","2008","7021","Annual value","SLC","4671000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2009","2009","7021","Annual value","SLC","5045000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2010","2010","7021","Annual value","SLC","5389000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2011","2011","7021","Annual value","SLC","6477000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2012","2012","7021","Annual value","SLC","6234000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2013","2013","7021","Annual value","SLC","6157000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2014","2014","7021","Annual value","SLC","6446000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2015","2015","7021","Annual value","SLC","6229000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2016","2016","7021","Annual value","SLC","6342000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2017","2017","7021","Annual value","SLC","6366000","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","SLC","6503764","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2019","2019","7021","Annual value","SLC","6476420","","Official data"
"PP","Producer Prices","237","Viet Nam","5531","Producer Price (SLC/tonne)","27","Rice, paddy","2020","2020","7021","Annual value","SLC","6781682","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2000","2000","7021","Annual value","USD","123","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2001","2001","7021","Annual value","USD","111","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2002","2002","7021","Annual value","USD","117","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2003","2003","7021","Annual value","USD","125","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2004","2004","7021","Annual value","USD","144","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2005","2005","7021","Annual value","USD","167","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2006","2006","7021","Annual value","USD","155","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2007","2007","7021","Annual value","USD","198","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2008","2008","7021","Annual value","USD","287","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2009","2009","7021","Annual value","USD","296","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2010","2010","7021","Annual value","USD","290","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2011","2011","7021","Annual value","USD","316","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2012","2012","7021","Annual value","USD","299","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2013","2013","7021","Annual value","USD","294","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2014","2014","7021","Annual value","USD","305","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2015","2015","7021","Annual value","USD","287","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2016","2016","7021","Annual value","USD","289","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","7021","Annual value","USD","285","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","288","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2019","2019","7021","Annual value","USD","281","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2020","2020","7021","Annual value","USD","292","","Official data"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1991","1991","7021","Annual value","","14","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1992","1992","7021","Annual value","","15","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1993","1993","7021","Annual value","","15","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1994","1994","7021","Annual value","","17","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1995","1995","7021","Annual value","","23","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1996","1996","7021","Annual value","","24","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1997","1997","7021","Annual value","","24","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1998","1998","7021","Annual value","","27","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","1999","1999","7021","Annual value","","27","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2000","2000","7021","Annual value","","28","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2001","2001","7021","Annual value","","26","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2002","2002","7021","Annual value","","28","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2003","2003","7021","Annual value","","31","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2004","2004","7021","Annual value","","36","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2005","2005","7021","Annual value","","42","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2006","2006","7021","Annual value","","39","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2007","2007","7021","Annual value","","50","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2008","2008","7021","Annual value","","74","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2009","2009","7021","Annual value","","80","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2010","2010","7021","Annual value","","85","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2011","2011","7021","Annual value","","102","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2012","2012","7021","Annual value","","98","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2013","2013","7021","Annual value","","97","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2014","2014","7021","Annual value","","102","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2015","2015","7021","Annual value","","98","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2016","2016","7021","Annual value","","100","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2017","2017","7021","Annual value","","100","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2018","2018","7021","Annual value","","103","Im","FAO data based on imputation methodology"
"PP","Producer Prices","237","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2019","2019","7021","Annual value","","102","Im","FAO data based on imputation methodology"
